Source Id,dt,Cost,date,Clicks,Revenue,Orders,ROAS,CPC,Conversion Rate
1,2017-09-08,53.66,2017-09-08,56.0,14323.7,611.0,266.93440178904217,0.9582142857142857,10.910714285714286
1,2017-09-09,41.98,2017-09-09,33.0,1182.45,181.0,28.16698427822773,1.272121212121212,5.484848484848484
1,2017-09-10,22.83,2017-09-10,47.0,2715.5,362.0,118.9443714410863,0.4857446808510638,7.702127659574468
1,2017-09-11,48.02,2017-09-11,62.0,10703.460000000001,618.0,222.89587671803415,0.7745161290322581,9.96774193548387
1,2017-09-12,31.75,2017-09-12,58.0,3538.75,389.0,111.45669291338582,0.5474137931034483,6.706896551724138
1,2017-09-13,49.61,2017-09-13,58.0,9038.73,961.0,182.19572666801048,0.8553448275862069,16.56896551724138
1,2017-09-14,54.86,2017-09-14,67.0,10650.84,1293.0,194.1458257382428,0.8188059701492537,19.29850746268657
1,2017-09-15,49.8,2017-09-15,64.0,8162.76,623.0,163.910843373494,0.778125,9.734375
1,2017-09-16,30.24,2017-09-16,48.0,1305.27,242.0,43.163690476190474,0.63,5.041666666666667
1,2017-09-17,45.97,2017-09-17,36.0,1673.7,410.0,36.40852730041331,1.2769444444444444,11.38888888888889
1,2017-09-18,61.06,2017-09-18,73.0,3716.97,468.0,60.87405830330822,0.8364383561643836,6.410958904109589
1,2017-09-19,45.41,2017-09-19,76.0,55933.369999999995,1123.0,1231.741246421493,0.5974999999999999,14.776315789473685
1,2017-09-20,75.74,2017-09-20,73.0,7240.51,1321.0,95.59691048323212,1.0375342465753423,18.095890410958905
1,2017-09-21,55.05,2017-09-21,57.0,31984.84,597.0,581.0143505903724,0.9657894736842105,10.473684210526315
1,2017-09-22,58.6,2017-09-22,68.0,16467.4,1411.0,281.0136518771331,0.861764705882353,20.75
1,2017-09-23,18.34,2017-09-23,49.0,11001.08,1083.0,599.8407851690295,0.3742857142857143,22.102040816326532
1,2017-09-24,31.84,2017-09-24,49.0,786.2,165.0,24.692211055276385,0.649795918367347,3.36734693877551
1,2017-09-25,86.61,2017-09-25,96.0,7534.56,838.0,86.99411153446485,0.9021875,8.729166666666666
1,2017-09-26,68.59,2017-09-26,97.0,2125.74,278.0,30.991981338387514,0.7071134020618557,2.865979381443299
1,2017-09-27,86.83,2017-09-27,82.0,9572.45,951.0,110.24357940803871,1.0589024390243902,11.597560975609756
1,2017-09-28,75.52,2017-09-28,97.0,13950.46,1510.0,184.72537076271186,0.7785567010309278,15.56701030927835
1,2017-09-29,84.04,2017-09-29,95.0,16495.55,1672.0,196.28212755830555,0.8846315789473684,17.6
1,2017-09-30,59.1,2017-09-30,67.0,5385.96,564.0,91.13299492385786,0.882089552238806,8.417910447761194
1,2017-10-01,57.14,2017-10-01,54.0,696.27,183.0,12.185334266713335,1.058148148148148,3.388888888888889
1,2017-10-02,86.51,2017-10-02,86.0,10889.99,928.0,125.88128540053172,1.0059302325581396,10.790697674418604
1,2017-10-03,78.73,2017-10-03,102.0,4237.1900000000005,974.0,53.819255683983236,0.7718627450980392,9.549019607843137
1,2017-10-04,90.78,2017-10-04,96.0,3561.52,486.0,39.23243005067195,0.945625,5.0625
1,2017-10-05,85.21,2017-10-05,109.0,7838.16,876.0,91.98638657434574,0.781743119266055,8.036697247706423
1,2017-10-06,76.57,2017-10-06,125.0,5519.639999999999,1006.0,72.08619563797832,0.61256,8.048
1,2017-10-07,72.02,2017-10-07,79.0,2192.7799999999997,417.0,30.44682032768675,0.9116455696202531,5.2784810126582276
1,2017-10-08,42.54,2017-10-08,65.0,3680.23,868.0,86.5122237893747,0.6544615384615384,13.353846153846154
1,2017-10-09,89.25,2017-10-09,102.0,6124.900000000001,948.0,68.62633053221289,0.875,9.294117647058824
1,2017-10-10,56.04,2017-10-10,102.0,31091.600000000002,1210.0,554.8108493932906,0.5494117647058824,11.862745098039216
1,2017-10-11,63.58,2017-10-11,106.0,4730.75,356.0,74.40625983013527,0.599811320754717,3.358490566037736
1,2017-10-12,106.59,2017-10-12,126.0,8543.12,677.0,80.14935735059575,0.845952380952381,5.373015873015873
1,2017-10-13,78.87,2017-10-13,100.0,11609.39,1114.0,147.19652592874348,0.7887000000000001,11.14
1,2017-10-14,55.8,2017-10-14,74.0,3085.7799999999997,450.0,55.300716845878135,0.754054054054054,6.081081081081081
1,2017-10-15,49.88,2017-10-15,65.0,23964.01,502.0,480.43323977546106,0.7673846153846154,7.723076923076923
1,2017-10-16,64.75,2017-10-16,100.0,3533.85,625.0,54.576833976833974,0.6475,6.25
1,2017-10-17,46.35,2017-10-17,93.0,3707.96,671.0,79.99913700107875,0.49838709677419357,7.21505376344086
1,2017-10-18,66.2,2017-10-18,107.0,2693.42,551.0,40.68610271903323,0.6186915887850467,5.149532710280374
1,2017-10-19,67.95,2017-10-19,86.0,3040.57,494.0,44.74716703458425,0.7901162790697674,5.744186046511628
1,2017-10-20,125.68,2017-10-20,97.0,4726.58,489.0,37.608052196053464,1.2956701030927835,5.041237113402062
1,2017-10-21,65.58,2017-10-21,81.0,6182.3,461.0,94.27111924367186,0.8096296296296296,5.691358024691358
1,2017-10-22,60.25,2017-10-22,69.0,966.94,379.0,16.048796680497926,0.8731884057971014,5.492753623188406
1,2017-10-23,70.44,2017-10-23,104.0,4358.82,445.0,61.87989778534923,0.6773076923076923,4.278846153846154
1,2017-10-24,124.55,2017-10-24,109.0,1212.49,414.0,9.734965877157768,1.1426605504587155,3.7981651376146788
1,2017-10-25,61.38,2017-10-25,79.0,4091.6699999999996,341.0,66.66129032258064,0.7769620253164558,4.3164556962025316
1,2017-10-26,106.66,2017-10-26,96.0,3495.49,1340.0,32.772267016688545,1.1110416666666667,13.958333333333334
1,2017-10-27,62.53,2017-10-27,93.0,1644.24,389.0,26.295218295218294,0.6723655913978495,4.182795698924731
1,2017-10-28,55.19,2017-10-28,78.0,5396.27,1879.0,97.7762275774597,0.7075641025641025,24.08974358974359
1,2017-10-29,78.69,2017-10-29,84.0,1345.92,313.0,17.104079298513156,0.9367857142857142,3.7261904761904763
1,2017-10-30,97.1,2017-10-30,87.0,11798.62,1787.0,121.50998970133884,1.1160919540229883,20.54022988505747
1,2017-10-31,72.94,2017-10-31,115.0,1111.02,227.0,15.231971483411023,0.6342608695652173,1.9739130434782608
1,2017-11-01,69.03,2017-11-01,96.0,1681.86,371.0,24.36418948283355,0.7190625,3.8645833333333335
1,2017-11-02,98.15,2017-11-02,88.0,1167.17,416.0,11.891696383087112,1.1153409090909092,4.7272727272727275
1,2017-11-03,77.4,2017-11-03,83.0,2235.14,337.0,28.877777777777773,0.9325301204819277,4.0602409638554215
1,2017-11-04,48.34,2017-11-04,57.0,3868.6400000000003,240.0,80.02978899462143,0.8480701754385965,4.2105263157894735
1,2017-11-05,60.5,2017-11-05,81.0,3399.53,212.0,56.1905785123967,0.7469135802469136,2.617283950617284
1,2017-11-06,65.54,2017-11-06,73.0,1987.86,197.0,30.330485199877934,0.8978082191780823,2.6986301369863015
1,2017-11-07,78.5,2017-11-07,96.0,4831.240000000001,427.0,61.54445859872612,0.8177083333333334,4.447916666666667
1,2017-11-08,74.46,2017-11-08,95.0,1377.7,166.0,18.502551705613755,0.7837894736842105,1.7473684210526317
1,2017-11-09,63.55,2017-11-09,95.0,1346.51,570.0,21.188198269079464,0.6689473684210526,6.0
1,2017-11-10,65.79,2017-11-10,100.0,471.06,103.0,7.160054719562243,0.6579,1.03
1,2017-11-11,77.93,2017-11-11,72.0,839.46,183.0,10.771974849223662,1.082361111111111,2.5416666666666665
1,2017-11-12,73.18,2017-11-12,75.0,189.4,57.0,2.588138835747472,0.9757333333333335,0.76
1,2017-11-13,115.58,2017-11-13,120.0,17064.28,1725.0,147.64042221837687,0.9631666666666666,14.375
1,2017-11-14,61.88,2017-11-14,111.0,8605.57,1520.0,139.0686813186813,0.5574774774774774,13.693693693693694
1,2017-11-15,64.81,2017-11-15,106.0,31038.31,986.0,478.91235920382655,0.6114150943396227,9.30188679245283
1,2017-11-16,97.95,2017-11-16,132.0,5654.74,447.0,57.73088310362429,0.7420454545454546,3.3863636363636362
1,2017-11-17,97.08,2017-11-17,114.0,6978.12,1289.0,71.88009888751544,0.851578947368421,11.307017543859649
1,2017-11-18,89.38,2017-11-18,92.0,8826.36,745.0,98.7509509957485,0.9715217391304347,8.097826086956522
1,2017-11-19,40.22,2017-11-19,86.0,6995.23,531.0,173.9241670810542,0.46767441860465114,6.174418604651163
1,2017-11-20,77.1,2017-11-20,145.0,1863.43,250.0,24.169001297016862,0.5317241379310345,1.7241379310344827
1,2017-11-21,49.84,2017-11-21,129.0,2171.2999999999997,288.0,43.56540930979132,0.3863565891472868,2.2325581395348837
1,2017-11-22,72.41,2017-11-22,121.0,8449.12,1179.0,116.68443585140176,0.5984297520661157,9.743801652892563
1,2017-11-23,112.96,2017-11-23,119.0,17947.010000000002,839.0,158.8793378186969,0.9492436974789915,7.050420168067227
1,2017-11-24,245.75,2017-11-24,483.0,24843.89,2223.0,101.09416073245167,0.5087991718426501,4.60248447204969
1,2017-11-25,116.21,2017-11-25,219.0,3067.75,1018.0,26.39833060838138,0.5306392694063926,4.648401826484018
1,2017-11-26,46.36,2017-11-26,137.0,553.41,170.0,11.937230371009491,0.3383941605839416,1.2408759124087592
1,2017-11-27,75.91,2017-11-27,166.0,5280.23,2193.0,69.55908312475299,0.457289156626506,13.210843373493976
1,2017-11-28,84.19,2017-11-28,181.0,14995.08,1848.0,178.1099893098943,0.4651381215469613,10.209944751381215
1,2017-11-29,79.11,2017-11-29,159.0,7890.44,816.0,99.74010870939198,0.49754716981132074,5.132075471698113
1,2017-11-30,66.05,2017-11-30,151.0,5713.9800000000005,798.0,86.5099167297502,0.4374172185430463,5.28476821192053
1,2017-12-01,55.1,2017-12-01,130.0,39887.8,1957.0,723.9165154264973,0.4238461538461539,15.053846153846154
1,2017-12-02,63.1,2017-12-02,102.0,1116.13,379.0,17.688272583201268,0.6186274509803922,3.715686274509804
1,2017-12-03,69.72,2017-12-03,105.0,6283.089999999999,919.0,90.11890418818129,0.664,8.752380952380953
1,2017-12-04,75.08,2017-12-04,135.0,4411.3,705.0,58.75466169419286,0.5561481481481482,5.222222222222222
1,2017-12-05,123.17,2017-12-05,154.0,10004.89,1703.0,81.22830234635056,0.7998051948051949,11.058441558441558
1,2017-12-06,95.2,2017-12-06,163.0,9960.22,1649.0,104.62415966386554,0.5840490797546013,10.116564417177914
1,2017-12-07,57.39,2017-12-07,134.0,7457.89,1206.0,129.9510367659871,0.42828358208955225,9.0
1,2017-12-08,86.1,2017-12-08,150.0,8949.44,1060.0,103.94239256678283,0.574,7.066666666666666
1,2017-12-09,41.62,2017-12-09,109.0,13098.41,854.0,314.7143200384431,0.38183486238532105,7.834862385321101
1,2017-12-10,94.17,2017-12-10,114.0,9522.130000000001,578.0,101.11638526069875,0.8260526315789474,5.0701754385964914
1,2017-12-11,102.23,2017-12-11,158.0,3662.98,737.0,35.83077374547589,0.6470253164556963,4.6645569620253164
1,2017-12-12,78.76,2017-12-12,171.0,12358.95,2478.0,156.91912138141188,0.46058479532163743,14.491228070175438
1,2017-12-13,72.29,2017-12-13,156.0,18046.79,1291.0,249.6443491492599,0.4633974358974359,8.275641025641026
1,2017-12-14,63.48,2017-12-14,157.0,8085.93,1194.0,127.37759924385634,0.40433121019108276,7.6050955414012735
1,2017-12-15,89.68,2017-12-15,146.0,5940.73,1101.0,66.2436440677966,0.6142465753424659,7.541095890410959
1,2017-12-16,115.35,2017-12-16,89.0,9046.67,853.0,78.42800173385349,1.2960674157303371,9.584269662921349
1,2017-12-17,59.59,2017-12-17,74.0,1671.45,388.0,28.049169323712032,0.8052702702702703,5.243243243243243
1,2017-12-18,87.79,2017-12-18,124.0,2539.05,436.0,28.921858981660783,0.707983870967742,3.5161290322580645
1,2017-12-19,91.65,2017-12-19,112.0,4985.37,805.0,54.39574468085106,0.8183035714285715,7.1875
1,2017-12-20,67.61,2017-12-20,98.0,39102.56,1243.0,578.3546812601686,0.6898979591836735,12.683673469387756
1,2017-12-21,99.91,2017-12-21,129.0,3789.48,912.0,37.928936042438195,0.7744961240310078,7.069767441860465
1,2017-12-22,90.16,2017-12-22,97.0,4556.06,536.0,50.53305235137534,0.9294845360824742,5.525773195876289
1,2017-12-23,55.53,2017-12-23,81.0,1333.46,185.0,24.01332613001981,0.6855555555555556,2.2839506172839505
1,2017-12-24,40.65,2017-12-24,84.0,3269.84,911.0,80.43886838868389,0.48392857142857143,10.845238095238095
1,2017-12-25,88.39,2017-12-25,122.0,5439.7699999999995,1020.0,61.54282158615227,0.7245081967213115,8.360655737704919
1,2017-12-26,102.8,2017-12-26,141.0,23471.07,2484.0,228.31780155642025,0.7290780141843971,17.617021276595743
1,2017-12-27,59.0,2017-12-27,123.0,5748.13,1385.0,97.42593220338983,0.4796747967479675,11.260162601626016
1,2017-12-28,40.7,2017-12-28,123.0,2464.27,448.0,60.54717444717444,0.33089430894308947,3.6422764227642275
1,2017-12-29,78.58,2017-12-29,100.0,5470.63,1264.0,69.6186052430644,0.7857999999999999,12.64
1,2017-12-30,56.74,2017-12-30,103.0,2569.04,501.0,45.27740571025731,0.550873786407767,4.864077669902913
1,2017-12-31,39.66,2017-12-31,84.0,6310.43,601.0,159.11321230458904,0.4721428571428571,7.154761904761905
1,2018-01-01,82.86,2018-01-01,66.0,503.23,93.0,6.073256094617427,1.2554545454545454,1.4090909090909092
1,2018-01-02,70.96,2018-01-02,96.0,5673.58,976.0,79.95462232243518,0.7391666666666666,10.166666666666666
1,2018-01-03,88.77,2018-01-03,104.0,2989.35,310.0,33.6752281176073,0.8535576923076923,2.980769230769231
1,2018-01-04,83.95,2018-01-04,95.0,6354.56,780.0,75.69458010720668,0.8836842105263158,8.210526315789474
1,2018-01-05,77.45,2018-01-05,95.0,3988.58,1218.0,51.49877340219496,0.8152631578947369,12.821052631578947
1,2018-01-06,47.29,2018-01-06,64.0,1189.97,711.0,25.16324804398393,0.73890625,11.109375
1,2018-01-07,63.5,2018-01-07,50.0,777.4499999999999,203.0,12.243307086614172,1.27,4.06
1,2018-01-08,30.97,2018-01-08,60.0,1047.98,254.0,33.83855343881176,0.5161666666666667,4.233333333333333
1,2018-01-09,54.71,2018-01-09,88.0,8936.35,1291.0,163.34033997441054,0.6217045454545455,14.670454545454545
1,2018-01-10,81.81,2018-01-10,94.0,2115.44,969.0,25.85796357413519,0.8703191489361702,10.308510638297872
1,2018-01-11,79.24,2018-01-11,84.0,2195.59,675.0,27.708101968702678,0.9433333333333332,8.035714285714286
1,2018-01-12,54.48,2018-01-12,114.0,12026.77,626.0,220.75569016152718,0.47789473684210526,5.491228070175438
1,2018-01-13,36.75,2018-01-13,75.0,1496.83,231.0,40.73006802721088,0.49,3.08
1,2018-01-14,53.25,2018-01-14,69.0,1825.6,577.0,34.28356807511737,0.7717391304347826,8.36231884057971
1,2018-01-15,96.79,2018-01-15,101.0,2193.23,586.0,22.6596755863209,0.9583168316831684,5.801980198019802
1,2018-01-16,82.05,2018-01-16,102.0,3521.4,477.0,42.91773308957953,0.8044117647058823,4.676470588235294
1,2018-01-17,52.93,2018-01-17,90.0,5169.889999999999,917.0,97.67409786510484,0.5881111111111111,10.188888888888888
1,2018-01-18,31.47,2018-01-18,88.0,7113.19,551.0,226.03082300603748,0.35761363636363636,6.261363636363637
1,2018-01-19,89.01,2018-01-19,95.0,4222.78,487.0,47.44163577126165,0.9369473684210526,5.126315789473685
1,2018-01-20,50.77,2018-01-20,72.0,1361.47,321.0,26.816427023832972,0.705138888888889,4.458333333333333
1,2018-01-21,59.89,2018-01-21,81.0,3138.71,619.0,52.40791450993488,0.7393827160493828,7.6419753086419755
1,2018-01-22,87.81,2018-01-22,120.0,2169.35,485.0,24.705044983487074,0.73175,4.041666666666667
1,2018-01-23,70.27,2018-01-23,106.0,9481.33,1520.0,134.9271381813007,0.6629245283018868,14.339622641509434
1,2018-01-24,83.17,2018-01-24,112.0,1020.82,252.0,12.273896837802093,0.7425892857142857,2.25
1,2018-01-25,61.46,2018-01-25,105.0,3286.73,1007.0,53.477546371623816,0.5853333333333334,9.59047619047619
1,2018-01-26,68.03,2018-01-26,100.0,3394.96,1119.0,49.9038659414964,0.6803,11.19
1,2018-01-27,71.26,2018-01-27,74.0,2637.58,593.0,37.013471793432494,0.962972972972973,8.013513513513514
1,2018-01-28,61.7,2018-01-28,78.0,777.89,317.0,12.607617504051863,0.7910256410256411,4.064102564102564
